year,name,engine_size,mileage(km),price(eur),link
2019,Volkswagen Tiguan,2.0 Diesel,84296,32950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-r-line-low-milage-2019/40591874
2018,Volkswagen Arteon,2.0 Diesel,202226,22950,https://www.donedeal.ie/cars-for-sale/volkswagen-arteon-r-line-tdi-s-a/39728929
2018,Volkswagen Golf,1.6 Diesel,254325,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-6-tdi-se-nav-bluemotion-115ps-5d/40152385
2019,Volkswagen Up,1.0 Petrol,42958,12950,https://www.donedeal.ie/cars-for-sale/volkswagen-up-automatic-1-0-petrol/40588763
2014,Volkswagen Golf,1.2 Petrol,103601,12950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-automatic-petrol/40588761
2014,Volkswagen Polo,1.2 Petrol,68593,10950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-automatic-1-2-petrol/40561682
2020,Volkswagen Passat,2.0 Diesel,143945,21950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-se-tdi/36702001
2018,Volkswagen Touran,1.4 Petrol,116596,23950,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-vw-touran-automatic-highline-1-4/39711956
2014,Volkswagen Golf,1.2 Petrol,80949,13750,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-automatic-1-2-petrol-sports-pack/38370539
2016,Volkswagen Up,1.0 Petrol,112653,10950,https://www.donedeal.ie/cars-for-sale/volkswagen-up-automatic-1-0-petrol-with-a-c/39328851
2014,Volkswagen Golf,1.2 Petrol,76443,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-automatic-1-2-petrol-sports-pack/39365280
2018,Volkswagen Golf,1.2 Petrol,65612,19500,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-automatic-1-2-petrol/39886995
2014,Volkswagen Golf,1.2 Petrol,104550,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-automatic-1-2-petrol-c-l/40002446
2014,Volkswagen Beetle,1.2 Petrol,103490,11950,https://www.donedeal.ie/cars-for-sale/volkswagen-beetle-automatic-1-2-tsi-petrol/40076777
2014,Volkswagen Up,1.0 Petrol,51025,8500,https://www.donedeal.ie/cars-for-sale/volkswagen-up-automatic-1-0-petrol/40091591
2014,Volkswagen Golf,1.2 Petrol,104240,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-automatic-1-2-petrol/40337766
2015,Volkswagen Polo,1.2 Petrol,114237,11950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-automatic-1-2-petrol/40337768
2015,Volkswagen Golf,2.0 Petrol,67938,25950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-golf-r-2-0-tsi-automatic-300bhp/40347149
2017,Volkswagen Golf,1.2 Petrol,65797,16950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-golf-estate-1-2-automatic/40488503
2020,Volkswagen Tiguan,2.0 Diesel,111421,35950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-r-line-tdi-evo/40126179
2018,Volkswagen Passat,1.6 Diesel,255767,12950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-se-business-tdi-bluemotion/38456742
2018,Volkswagen Golf,1.6 Diesel,169030,16950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2018/39374751
2015,Volkswagen Polo,1.2 Petrol,40000,12950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-2015-vw-polo-1-2tsi-4dr/38522397
