year,name,engine_size,mileage(km),price(eur),link
2024,Ford Focus,1.5 Diesel,16738,34950,https://www.donedeal.ie/cars-for-sale/ford-focus-st-line-1-5l-ecoblue-115-please-call-n/40158074
2011,Kia Sportage,1.7 Diesel,207382,3999,https://www.donedeal.ie/cars-for-sale/kia-sportage-2011/40681548
2021,Jaguar XE,2.0 Diesel,90123,29950,https://www.donedeal.ie/cars-for-sale/jaguar-xe-2-0d-s-2021/40483432
2025,Citroen Berlingo,1.5 Diesel,10,20731,https://www.donedeal.ie/cars-for-sale/citroen-berlingo-lx-plus-bluehdi-100-mwb-650kg/40531975
2022,Volkswagen Tiguan,2.0 Diesel,46001,43900,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-2-0-tdi-150hp-r-line-dsg/40681420
2025,Mercedes-Benz GLE,2.0 Petrol Plug-in Hybrid,5100,108950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gle-gle-400-e-4matic-panoramic-sun/39985977
2019,Volkswagen Polo,1.0 Petrol,58000,16900,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-tsi-95hp-trendline/40681294
2024,Kia Sportage,1.6 Petrol Plug-in Hybrid,12150,42945,https://www.donedeal.ie/cars-for-sale/kia-sportage-gt-line/40780073?campaign=3
2014,Volkswagen Up,1.0 Petrol,88000,7950,https://www.donedeal.ie/cars-for-sale/volkswagen-up-high-spec-vw-up/38785496?campaign=3
2021,Nissan Juke,1.0 Petrol,110753,17995,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-0t-pet-2wd-sv/39268442
2015,Peugeot 5008,1.6 Petrol,117000,10950,https://www.donedeal.ie/cars-for-sale/peugeot-5008-7s-5dr-auto-nct-11-26-/40496649
2018,Dacia Duster,1.5 Diesel,166000,9999,https://www.donedeal.ie/cars-for-sale/dacia-duster-2018-finance-available-/40641725
2024,Audi A3,2.0 Diesel,59997,37995,https://www.donedeal.ie/cars-for-sale/audi-a3-30-tdi-116hp-s-line/40680911
2025,Citroen Berlingo,1.5 Diesel,10,20731,https://www.donedeal.ie/cars-for-sale/citroen-berlingo-lx-plus-bluehdi-100-mwb-650kg/40531976
2017,Volkswagen Polo,1.2 Petrol,63617,12750,https://www.donedeal.ie/cars-for-sale/2017-volkswagen-polo-1-2-tsi-allstar-dsg/40680884
2025,Audi A6,0.0 Diesel,10,77999,https://www.donedeal.ie/cars-for-sale/audi-a6-tdi-quattro-s-line-price-new-was-86-246/39959940
2025,Toyota Yaris,1.5 Petrol Hybrid,24800,30445,https://www.donedeal.ie/cars-for-sale/toyota-yaris-cross-luna-hybrid-automatic-rear-c/40680847
2022,Mini Cooper,1.5 Petrol,27000,30950,https://www.donedeal.ie/cars-for-sale/mini-cooper-classic-auto-presented-in-factory-ne/39957062
2023,Dacia Sandero,1.0 Petrol,86000,12899,https://www.donedeal.ie/cars-for-sale/231-dacia-sandero-1-0-tce/40680642
2024,Mercedes-Benz C-Class,2.0 Petrol Plug-in Hybrid,13405,63500,https://www.donedeal.ie/cars-for-sale/mercedes-benz-c-class-c300-e-amg-line-premium-phev/35653717
2013,BMW 1-Series,1.6 Diesel,213830,9950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-114d-se-g1-z1dg-4dr-new-n-c-t-just/40527395
2021,Volvo XC60,2.0 Diesel,154000,36999,https://www.donedeal.ie/cars-for-sale/2021-volvo-xc60-b4-momentum-auto/39356004
2016,Ford Focus,1.5 Diesel,108000,11950,https://www.donedeal.ie/cars-for-sale/2016-ford-focus-1-5-titanium-saloon-new-nct-/40680546
2017,Toyota Prius,1.8 Petrol Hybrid,78120,20950,https://www.donedeal.ie/cars-for-sale/toyota-prius-hybrid-luxury/40680405
2026,Mercedes-Benz E-Class,2.0 Petrol Plug-in Hybrid,20,87571,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-300e-amg-19-inch-alloys-/40337488
2024,Tesla Model Y,Electric,22177,34995,https://www.donedeal.ie/cars-for-sale/2024-241-tesla-model-y-rwd/40567905
2018,Nissan Juke,1.5 Diesel,129000,11999,https://www.donedeal.ie/cars-for-sale/2018-nissan-juke-1-5-sv-premium/40553979
2012,Volkswagen Golf,1.6 Diesel,209214,4999,https://www.donedeal.ie/cars-for-sale/2012-volkswagen-golf-1-6-tdi-please-read-add/40553933
2023,Dacia Sandero,1.0 Petrol,34937,15495,https://www.donedeal.ie/cars-for-sale/dacia-sandero-stepway-tce-90-stepway-essential-s/38369793
2013,Audi A3,1.6 Diesel,160000,8999,https://www.donedeal.ie/cars-for-sale/2013-audi-a3-1-6-tdi-s-line-black-edition/40553842
2026,Mercedes-Benz E-Class,2.0 Diesel Plug-in Hybrid,0,88450,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e-300de-amg-20-amg-alloy/40679762
2015,Volkswagen Golf,1.2 Petrol,122000,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-4tsi-highline-plus-5dr-hatchback/40373928?campaign=3
2022,Honda HR-V,1.5 Petrol Hybrid,50250,31950,https://www.donedeal.ie/cars-for-sale/honda-hr-v-elegance-i-mmd-cvt/40488550?campaign=3
2014,Hyundai Santa Fe,2.2 Diesel,226000,11950,https://www.donedeal.ie/cars-for-sale/hyundai-santa-fe-2014/40786401?campaign=3
2014,Skoda Rapid,1.6 Diesel,170000,6950,https://www.donedeal.ie/cars-for-sale/skoda-rapid-limo-active-1-6-tdi-90hp-dsg-4dr-new/40679717
2010,Honda Civic,2.2 Diesel,240893,3950,https://www.donedeal.ie/cars-for-sale/honda-civic-2-2i-ctdi-es-17-inch-alloys-only-2-o/40679715
2013,Lexus IS,2.2 Diesel,169500,9875,https://www.donedeal.ie/cars-for-sale/lexus-is-200-f-sport-diesel-2013/40568962
2013,Mini Cooper,1.6 Petrol,68000,8975,https://www.donedeal.ie/cars-for-sale/mini-cooper-1-6-automatic-december-2013/40428568
2015,Audi A1,1.4 Petrol,76500,13450,https://www.donedeal.ie/cars-for-sale/audi-a1-2015-1-4tfsi-automatic-finance-available/40219796
2023,Volkswagen Tiguan,2.0 Diesel,55319,38900,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-2-0-tdi-122hp-life/40238930
2021,Mercedes-Benz GLE,2.0 Diesel Plug-in Hybrid,74900,62950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gle-gle-350-de-4matic-amg-line/40679496
2025,Nissan Juke,1.0 Petrol,1100,30495,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-0t-pet-dct-sv-premium-auto-scrap/39657512
2024,Land Rover Range Rover,2.0 Petrol Hybrid,24670,75950,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-velar-2-0-phev-r-dynamic-h/40445946
2020,Peugeot 2008,1.2 Petrol,41000,19995,https://www.donedeal.ie/cars-for-sale/peugeot-2008-auto-1-2-puretech-130bhp-active/39688428
2020,Hyundai Kona,1.6 Petrol Hybrid,97000,22500,https://www.donedeal.ie/cars-for-sale/hyundai-kona-1-6-gdi-hybrid-executive/40114314
2025,Suzuki S-Cross,1.4 Petrol,11100,33950,https://www.donedeal.ie/cars-for-sale/suzuki-sx4-s-cross-s-cross-ultra-allgrip-4x4/40534267
2023,Nissan Qashqai,1.5 Petrol,22363,33395,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-epower-qashqai-sv-premium/39665625
2020,Nissan Juke,1.0 Petrol,79000,22000,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-0t-pet-dct-2wd-n-design/40114265
2018,Peugeot 3008,1.2 Petrol,105000,21995,https://www.donedeal.ie/cars-for-sale/peugeot-3008-1-2-puretech-130-auto-allure/39665747
2016,Volkswagen Touran,1.4 Petrol,79000,18950,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-1-4-auto-7-seats/37577395
1990,Mazda MX-5,1.6 Petrol,321868,5500,https://www.donedeal.ie/cars-for-sale/mazda-mx-5/40679405
2014,Hyundai ix35,1.7 Diesel,134000,9999,https://www.donedeal.ie/cars-for-sale/2014-hyundai-ix35-1-7-d-executive-low-miles/39233472
2022,Audi A4,2.0 Diesel,98186,37999,https://www.donedeal.ie/cars-for-sale/audi-a4-30-tdi-s-line-136hp-s-tronic/40377142
2015,Volkswagen Golf,1.6 Diesel,185000,12950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-highline-1-6-tdi/40567247
2020,Dacia Duster,1.5 Diesel,20766,18495,https://www.donedeal.ie/cars-for-sale/dacia-duster-blue-dci-115-comfort/40679157
2017,Volvo XC60,2.0 Diesel,164957,17999,https://www.donedeal.ie/cars-for-sale/2017-volvo-xc60-2-0-d-d4-se-low-tax/39905060
2022,Dacia Duster,1.5 Diesel,126114,21490,https://www.donedeal.ie/cars-for-sale/dacia-duster-prestige-blue-dci-115-4x2/40525974?campaign=3
2017,Volkswagen Up,1.0 Petrol,77000,12450,https://www.donedeal.ie/cars-for-sale/volkswagen-up-2017-up-1-0-litre-auto-in-bright-re/40445588?campaign=3
2020,Audi A4,2.0 Diesel,98209,32950,https://www.donedeal.ie/cars-for-sale/audi-a4-35-tdi-163bhp-sline-4dr-auto-s-tronic-blac/40596556?campaign=3
2024,Kia Sportage,1.6 Petrol Plug-in Hybrid,7616,42900,https://www.donedeal.ie/cars-for-sale/kia-sportage-anniversary-edition-plug-in-hybrid/40678912
2015,Volkswagen Passat,1.4 Petrol,70138,16950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-1-4-tsi-highline-full-leather/39728127
2014,Mazda Mazda2,1.5 Diesel,106000,9950,https://www.donedeal.ie/cars-for-sale/mazda-demio-mazda2-skyactive-1-5-diesel-automatic/40651295
2014,Mazda Mazda2,1.5 Diesel,106000,9950,https://www.donedeal.ie/cars-for-sale/mazda-mazda2-demio-skyactive-1-5-diesel-automatic/40651296
2017,Mazda Mazda2,1.5 Diesel,66000,11995,https://www.donedeal.ie/cars-for-sale/mazda-mazda2-demio-skyactive-1-5-diesel-automatic/40644278
2017,Volkswagen Golf,1.4 Petrol,25000,19995,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mk-7-51-4-tsi-highline-7-speed-dsg/40644276
2017,Mazda Mazda2,1.5 Diesel,66000,11995,https://www.donedeal.ie/cars-for-sale/mazda-demio-mazda2-skyactive-1-5-diesel-automatic/40644277
2019,Toyota Yaris,1.5 Petrol Hybrid,70000,12995,https://www.donedeal.ie/cars-for-sale/toyota-vitz-yaris-1-5-self-charging-hybrid-automa/40642191
2019,Honda Jazz,1.5 Petrol Hybrid,22000,14995,https://www.donedeal.ie/cars-for-sale/honda-jazz-fit-1-5-self-charging-hybrid-automatic/40642194
2014,Audi A3,1.4 Petrol,54000,14950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-7-speed-s-tronic-automatic-saloon/40601772
2019,Toyota Yaris,1.5 Petrol Hybrid,70000,12995,https://www.donedeal.ie/cars-for-sale/toyota-yaris-vitz-1-5-self-charging-hybrid-automa/40642192
2017,Volkswagen Up,1.0 Petrol,47000,10995,https://www.donedeal.ie/cars-for-sale/volkswagen-up-1-0-5dr-automatic-aa-approved-f/40586440
2016,Audi A3,1.4 Petrol,44000,16950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-7-speed-s-tronic-automatic-aa-ap/40586447
2017,Suzuki Ignis,1.3 Petrol Hybrid,53000,11995,https://www.donedeal.ie/cars-for-sale/suzuki-ignis-1-3-hybrid-5dr-automatic-aa-approved/40586419
2016,Audi A3,1.4 Petrol,48000,16995,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-7-speed-s-tronic-automatic-aa-ap/40586428
2017,Toyota Yaris,1.5 Petrol Hybrid,105000,11995,https://www.donedeal.ie/cars-for-sale/toyota-yaris-vitz-1-5-self-charging-hybrid-automa/40401371
2016,Suzuki Ignis,1.3 Petrol Hybrid,49000,10995,https://www.donedeal.ie/cars-for-sale/suzuki-ignis-1-3-hybrid-automatic-aa-approved-/40401376
2017,Toyota Yaris,1.5 Petrol Hybrid,105000,11995,https://www.donedeal.ie/cars-for-sale/toyota-vitz-yaris-1-5-self-charging-hybrid-automa/40401367
2018,Honda Jazz,1.5 Petrol Hybrid,69000,13495,https://www.donedeal.ie/cars-for-sale/honda-fit-jazz-1-5-self-charging-hybrid-automatic/40396052
2016,Volkswagen Golf,1.4 Petrol,70000,14995,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mk-7-1-4-tsi-highline-7-speed-dsg/40401370
2018,Volkswagen Golf,1.4 Petrol,17000,18995,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mk-7-5-1-4-tsi-highline-7-speed-ds/40386466
2018,Honda Jazz,1.5 Petrol Hybrid,69000,13495,https://www.donedeal.ie/cars-for-sale/honda-jazz-fit-1-5-self-charging-hybrid-aa-appro/40396055
2018,Volkswagen Golf,1.4 Petrol,85000,18995,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mk-7-5-1-4-tsi-highline-7-speed-ds/40386469
2017,Toyota Yaris,1.5 Petrol Hybrid,101000,12995,https://www.donedeal.ie/cars-for-sale/toyota-yaris-vitz-1-5-self-charging-hybrid-automa/40341888
2017,Toyota Yaris,1.5 Petrol Hybrid,101000,11995,https://www.donedeal.ie/cars-for-sale/toyota-vitz-yaris-1-5-self-charging-hybrid-automa/40341885
2016,Volkswagen Passat,1.4 Petrol,124000,15995,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-estate-1-4-tsi-highline-7-speed/40315697
2018,Volkswagen Golf,1.4 Petrol,70000,18995,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mk-7-5-1-4tsi-highline-7-speed-ds/40046362
2022,Volkswagen Golf,2.0 Diesel,111044,41950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-gtd-tdi-dsg-81/40724222?campaign=3
2022,Mitsubishi Mirage,1.2 Petrol,87000,12995,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-1-2-5dr-automatic-aa-approved/39159335
2016,Nissan X-Trail,1.6 Diesel,192718,13999,https://www.donedeal.ie/cars-for-sale/2016-nissan-x-trail-1-6-dsl-sve-7-seat-huge-spec/39903613
2022,Volvo XC60,2.0 Petrol Plug-in Hybrid,44700,62950,https://www.donedeal.ie/cars-for-sale/volvo-xc60-polestar-factory-engineered-t8-plug-i/40678719
2025,Toyota Yaris,1.5 Petrol Hybrid,12000,37950,https://www.donedeal.ie/cars-for-sale/toyota-yaris-cross-sol-auto/40678669
2019,Ford Ka,1.2 Petrol,42950,12995,https://www.donedeal.ie/cars-for-sale/ford-ka-2019/40678530
2014,Nissan Juke,1.2 Petrol,94130,5250,https://www.donedeal.ie/cars-for-sale/nissan-juke-2014-1-2-petrol/40655475
2023,Hyundai Tucson,1.6 Petrol Plug-in Hybrid,37950,37995,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-executive-4x4-irish-car-2023/40678488
2025,Skoda Octavia,2.0 Diesel,18200,32950,https://www.donedeal.ie/cars-for-sale/skoda-octavia-combi-selection-2-0tdi-115bhp/40678448
2022,Citroen C3,1.2 Petrol,106000,14995,https://www.donedeal.ie/cars-for-sale/citroen-c3-flair-1-2-puretech-110-s-s-eat6-eu6-3/40678420
2025,Audi A6,0.0 Diesel,10,76499,https://www.donedeal.ie/cars-for-sale/audi-a6-avant-40-tdi-s-line-price-new-was-82-958/39959531
2023,Renault Clio,1.0 Petrol,55040,18995,https://www.donedeal.ie/cars-for-sale/renault-clio-tce-90-dfull-equilibre-scrappage-de/37985965
2024,Skoda Octavia,1.5 Petrol,6500,32995,https://www.donedeal.ie/cars-for-sale/skoda-octavia-selection-1-5tsi-115hp-low-mileage/40678193
2018,Ford EcoSport,1.0 Petrol,47843,18950,https://www.donedeal.ie/cars-for-sale/ford-ecosport-titanium-please-call-now-to-reserve/39380831
2015,Audi A5,3.0 Diesel,267150,14995,https://www.donedeal.ie/cars-for-sale/audi-a5-3-0-tdi-s-line-automatic/40677627
2020,Kia Sportage,1.6 Diesel,60752,24950,https://www.donedeal.ie/cars-for-sale/kia-sportage-2-diesel-immaculate-condition/38323307?campaign=3
2023,Volkswagen Arteon,1.4 Petrol Plug-in Hybrid,53315,39990,https://www.donedeal.ie/cars-for-sale/volkswagen-arteon-r-line-1-4-tsi-dsg/40352787?campaign=3
2023,Audi A6,2.0 Petrol Plug-in Hybrid,36000,46950,https://www.donedeal.ie/cars-for-sale/audi-a6-50-tfsi-e-avant-sport-quattro-4wd-upgrade/40677625
2018,Volvo XC90,2.0 Diesel,124044,40999,https://www.donedeal.ie/cars-for-sale/volvo-xc90-outstanding-speclow-kmsd5-awd-inscrip/40677612
2021,BMW 3-Series,2.0 Petrol Plug-in Hybrid,133000,27950,https://www.donedeal.ie/cars-for-sale/bmw-3-series-g20-e-m-sport-4dr-auto-new-nct-allo/40677600
2022,Tesla Model 3,Electric,77841,25850,https://www.donedeal.ie/cars-for-sale/tesla-model-3-rwd-bgb1s5n-4dr-auto/40677593
2022,Volkswagen Passat,2.0 Diesel,90482,27450,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-business-2-0-tdi-d7f-122-4dr-aut/40677594
2023,Skoda Superb,2.0 Diesel,64074,33500,https://www.donedeal.ie/cars-for-sale/skoda-superb-ambition-2-0-tdi-150hp-5dr/40677591
2021,Volkswagen Tiguan,2.0 Diesel,137692,28950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-life-2-0-tdi-d7f-150hp-5-5dr-aut/40677595
2018,Volkswagen Touran,1.4 Petrol,124140,20450,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-comfortline-1-4-petrol-automatic/40677571
2023,Peugeot 5008,1.2 Petrol,13312,41950,https://www.donedeal.ie/cars-for-sale/peugeot-5008-fl-allure-1-2-130-auto-6-6-4-4dr/40677567
2021,Peugeot 3008,1.2 Petrol,64539,24950,https://www.donedeal.ie/cars-for-sale/peugeot-3008-fl-allure-1-2-130-6-3-4dr/40677568
2021,Peugeot 3008,1.6 Petrol Plug-in Hybrid,56500,26950,https://www.donedeal.ie/cars-for-sale/peugeot-3008-fl-allure-1-6-phev-225-fw-fwd-auto/40677566
2021,Audi Q7,3.0 Petrol Plug-in Hybrid,62172,56995,https://www.donedeal.ie/cars-for-sale/audi-q7-q7-tfsi-e-quattro-sport/39473134
2019,Mercedes-Benz E-Class,2.0 Diesel,18476,39950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e220d-4dr-auto-amg-gorgeou/40511696
2021,Audi A6,2.0 Diesel,84031,37999,https://www.donedeal.ie/cars-for-sale/audi-a6-40-tdi-204hp-se/40373836
2017,Peugeot 508,1.6 Diesel,212780,7950,https://www.donedeal.ie/cars-for-sale/peugeot-508-blue-1-6-hdi-nct/36888948
2012,Renault Clio,1.2 Petrol,154822,3950,https://www.donedeal.ie/cars-for-sale/renault-clio-1-1-petrol-new-nct-low-kms/39913122
2009,Ford Focus,1.8 Diesel,239791,2999,https://www.donedeal.ie/cars-for-sale/2009-ford-focus-low-tax/39896661
2024,Mercedes-Benz E-Class,2.0 Diesel Plug-in Hybrid,22300,74950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e-300-de-amg-line-plus/39022041
2023,Ford Kuga,2.5 Petrol Plug-in Hybrid,58300,32950,https://www.donedeal.ie/cars-for-sale/ford-kuga-st-line-x-vignale-please-call-now-to-re/39525135
2018,Dacia Sandero,1.0 Petrol,64000,10950,https://www.donedeal.ie/cars-for-sale/dacia-sandero-low-mileage-finance-available-1-ow/40658093?campaign=3
2019,Land Rover Range Rover,2.0 Diesel,106000,36750,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-velar-velar-2-0-t-td4-5dr-a/40610791?campaign=3
2017,Peugeot 208,1.2 Petrol,77256,10950,https://www.donedeal.ie/cars-for-sale/peugeot-208-208-low-mileage-automatic/40726154?campaign=3
2025,Citroen C5 Aircross,1.2 Petrol Hybrid,8000,39450,https://www.donedeal.ie/cars-for-sale/citroen-c5-aircross-plus-pack-mhev-demo/40529824
2024,Land Rover Range Rover,2.0 Petrol Plug-in Hybrid,10390,79950,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-velar-2-0-phev-r-dynamic-h/40445929
2025,BMW X5,3.0 Petrol Plug-in Hybrid,10000,107000,https://www.donedeal.ie/cars-for-sale/bmw-x5-xdrive50e-m-sport/40525429
2016,Volkswagen Polo,1.2 Petrol,93929,11950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-highline-1-2-petrol-5dr-automatic/40233815
2013,BMW 5-Series,2.0 Diesel,205995,8950,https://www.donedeal.ie/cars-for-sale/bmw-5-series-2013-new-nct-cheap-tax/40285148
2012,BMW X3,2.0 Diesel,278415,9950,https://www.donedeal.ie/cars-for-sale/bmw-x3-2012-long-nct-long-tax/40530999
2014,Renault Captur,1.2 Petrol,114263,8999,https://www.donedeal.ie/cars-for-sale/renault-captur-2014-auto-new-nct/39819120
2012,Honda Insight,1.3 Petrol Hybrid,115872,5999,https://www.donedeal.ie/cars-for-sale/honda-insight-2012-new-nct-low-mileage/40415916
2011,Honda Fit,1.3 Petrol,77248,5950,https://www.donedeal.ie/cars-for-sale/honda-fit-2011-nct-low-mileage-new-android-radio/40401534
2016,Nissan Micra,1.2 Petrol,135184,5750,https://www.donedeal.ie/cars-for-sale/nissan-micra-2016-low-mileage-new-test/40643089
2012,Honda Fit,1.3 Petrol Hybrid,164152,5999,https://www.donedeal.ie/cars-for-sale/honda-fit-2012-hybrid-nct-and-tax/40643141
2026,Citroen C3,1.0 Petrol,5,25805,https://www.donedeal.ie/cars-for-sale/citroen-c3-plus-puretech-100hp/39870666
2023,Kia Niro,64.8 kWh Electric,50188,28950,https://www.donedeal.ie/cars-for-sale/kia-e-niro-ev-k3-5dr-a-auto/40032807
2025,Citroen C4,1.2 Petrol,10500,29950,https://www.donedeal.ie/cars-for-sale/citroen-c4-demo-plus-puretech-130/38813949
2023,Skoda Karoq,2.0 Diesel,65500,33950,https://www.donedeal.ie/cars-for-sale/skoda-karoq-ambition-2-0tdi-115bhp-dsg/38894273
2023,Mercedes-Benz E-Class,2.0 Diesel Plug-in Hybrid,67574,49995,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e-300de-amg-line-premium-au/39994194
2014,Volkswagen Passat,1.4 Petrol,145399,12999,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-2014-white/39927639
2019,Hyundai Kona,1.0 Petrol,30657,19950,https://www.donedeal.ie/cars-for-sale/hyundai-kona-kauai-2wd-executive-5dr/39632352
2012,Nissan Juke,1.5 Diesel,273000,3999,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-5-dci-5dr-110bhp-aa-approved/39390731
2019,Volkswagen Touran,1.4 Petrol,28000,27950,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-1-4-tsi-comfortline-7-seater-aut/40675449
2018,Volkswagen Passat,1.4 Petrol,74992,22950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-1-4-automatic-half-leather-uph/39882631?campaign=3
2016,Volkswagen Touran,1.4 Petrol,142964,16750,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-1-4-petrol-auto-7-seater-rev/40642301?campaign=3
2022,Land Rover Defender,3.0 Diesel,78901,52764,https://www.donedeal.ie/cars-for-sale/land-rover-defender-110-3-0-d-hard-top-s-d250/40245769
2014,Kia Sportage,1.7 Diesel,202981,8950,https://www.donedeal.ie/cars-for-sale/kia-sportage-1-7-crdi-114bhp-5dr-manual-high-spec/40675394
2025,Hyundai Tucson,1.6 Petrol Plug-in Hybrid,2739,49450,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-platinum-phev-n-line-2wd/40675474
2025,Ford Kuga,2.5 Petrol Plug-in Hybrid,6000,48950,https://www.donedeal.ie/cars-for-sale/ford-kuga-st-line-please-call-now-to-reserve-this/39044149
2023,Mercedes-Benz B-Class,1.3 Petrol Plug-in Hybrid,11800,44950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-b-class-b-250-e-phev-progressive-pl/39185995
2015,Renault Megane,1.5 Diesel,190000,6999,https://www.donedeal.ie/cars-for-sale/renault-megane-2015-expression-1-5-dci-/40532992
2023,Citroen C5 Aircross,1.6 Petrol Plug-in Hybrid,21000,36950,https://www.donedeal.ie/cars-for-sale/citroen-c5-aircross-please-call-now-to-reserve-th/38926786
2024,BMW X3,2.0 Petrol Plug-in Hybrid,30928,61495,https://www.donedeal.ie/cars-for-sale/bmw-x3-xdrive-30e-msport-auto-phev/39994155
2023,Land Rover Range Rover,3.0 Petrol Plug-in Hybrid,28897,119900,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-3-0-si6-phev-se/40241910
2018,BMW X1,1.5 Petrol,27909,26950,https://www.donedeal.ie/cars-for-sale/bmw-x1-x1-automatic-1-5-petrol-28k-kms-automat/39863066
2019,BMW X1,1.5 Petrol,26000,29950,https://www.donedeal.ie/cars-for-sale/bmw-x1-bmw-x1-automatic-1-5-petrol-26k-kms-hea/39846148
2018,BMW X1,1.5 Petrol,28000,26950,https://www.donedeal.ie/cars-for-sale/bmw-x1-bmw-x1-automatic-1-5-petrol-28k-kms-rev/39846147
2019,Mercedes-Benz A-Class,1.4 Petrol,50000,24950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-a-class-a180-50k-kms-reverse-cam/39739980
2019,BMW X1,1.5 Petrol,53000,29950,https://www.donedeal.ie/cars-for-sale/bmw-x1-bmw-x1-automatic-1-5-petrol-53k-kms-hea/39846146
2017,Audi A6,2.0 Petrol,62000,32950,https://www.donedeal.ie/cars-for-sale/audi-a6-audi-a6-s-line-automatic-2-0-tfsi-62k-km/39739925
2017,Audi Q3,1.4 Petrol,61000,23950,https://www.donedeal.ie/cars-for-sale/audi-q3-1-4-tfsi-sport-61k-kms-reverse-camera/39739930
2016,Audi A3,1.4 Petrol,110000,16950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4tfsi-sport-5dr-hatchback-automatic-/40193979?campaign=3
2015,Audi A3,1.4 Petrol,81000,14000,https://www.donedeal.ie/cars-for-sale/2015-audi-a3-sportback-1-4tfsi-cylinder-auto/39754385?campaign=3
2019,BMW 5-Series,2.0 Diesel,109435,29950,https://www.donedeal.ie/cars-for-sale/bmw-5-series-bmw-520d-523d-luxury-automatic-leat/39739913
2023,Volkswagen Polo,1.0 Petrol,4000,24950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-22950-2023-polo-1-0-tsi-active-a/39739855
2019,BMW 1-Series,1.5 Petrol,35000,22950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-20950-2019-1-series-automatic-118i/39739893
2017,BMW 1-Series,1.5 Petrol,65000,18950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-only-16950-2017-1-series-automatic/39739888
2019,Toyota Camry,2.5 Petrol Hybrid,85000,25950,https://www.donedeal.ie/cars-for-sale/toyota-camry-only-21950-2019-camry-hybrid-automa/39739819
2013,Mercedes-Benz A-Class,1.6 Petrol,79000,13950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-a-class-only-13950-a180-amg-line-au/39739796
2016,Audi Q3,1.4 Petrol,94951,18950,https://www.donedeal.ie/cars-for-sale/audi-q3-only-18950-2016-q3-1-4-tfsi-sport-reve/39739803
2016,Volkswagen Golf,2.0 Petrol,82000,26950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-r-82k-kms-heated-leather-reve/39739673
2019,Honda Fit,1.5 Petrol Hybrid,69000,14950,https://www.donedeal.ie/cars-for-sale/honda-fit-1-5-hybrid-automatic-69k-kms-adaptiv/39739669
2021,Volkswagen Polo,1.0 Petrol,49000,21950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-tsi-comfort-line-49k-kms-autom/39739640
